PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
kxTGT,r3kb1r/p4ppp/2p5/n3p1q1/3PBn2/5Q1b/PPP2PPP/RNB2RK1 b kq - 2 12,h3g4 e4c6 e8d8 f3d5 f4d5 c1g5,2399,96,87,692,advantage fork long opening,https://lichess.org/HA03mXL7/black#24,Italian_Game Italian_Game_Two_Knights_Defense,
kyQzd,2r2rk1/p2qbpp1/1pn1b2p/2ppB2n/1P6/P1PP1NP1/B2N1P1P/R2QR1K1 b - - 2 15,c6e5 f3e5 d7c7 d1h5,949,76,98,1272,crushing discoveredAttack middlegame short,https://lichess.org/Qvl1nHXO/black#30,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,
kyRji,B7/8/5k2/2P1p3/6b1/PP4p1/4Nb2/5K2 w - - 1 57,c5c6 g4h3,1663,76,95,5415,endgame mate mateIn1 oneMove,https://lichess.org/XkRuGN0t#113,,
l0M9t,5r1k/1R4p1/7p/8/2Qp3P/5P2/PP1q2r1/K1R5 b - - 2 36,f8f3 b7b8 h8h7 c4g8,1532,76,93,233,advantage endgame short,https://lichess.org/hb7mGmyy/black#72,,
l10PW,r1q4k/ppp2Qpp/2n5/8/3P4/2P3Pb/P2B1P1P/4R1K1 b - - 3 18,c8f5 e1e8 a8e8 f7e8 f5f8 e8f8,1101,77,86,283,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/3hckTO2G/black#36,French_Defense French_Defense_Steiner_Variation,
l16il,r1b2k1r/pp3pp1/2p2q1p/2p5/2B5/2Q5/PP3PPP/3RR1K1 b - - 3 17,f6c3 d1d8,653,81,95,352,mate mateIn1 middlegame oneMove,https://lichess.org/M7ve5g2S/black#34,Ponziani_Opening Ponziani_Opening_Other_variations,
l18fX,6k1/1Q3p1p/2p2Ppq/5r2/1P2r3/PB3R1P/2P3PK/8 b - - 0 32,f5f3 b7f7 g8h8 f7g8,1948,82,90,2642,endgame mate mateIn2 short,https://lichess.org/ulhmqqhm/black#64,,
l1VSt,8/6R1/p1p2p1p/1k1p3P/8/5P2/1r4PK/8 b - - 0 36,d5d4 g7b7 b5c4 b7b2,734,78,100,447,advantage endgame master rookEndgame short skewer,https://lichess.org/5fUZpqpc/black#72,,
l1oR6,8/6p1/pkp1p1p1/P2pP1Pp/1P1P3P/1K1P4/8/8 b - - 0 34,b6b5 b3a3 c6c5 d4c5,1772,79,88,259,crushing endgame pawnEndgame short,https://lichess.org/adVk7zN7/black#68,,
l1q3e,r5k1/pp1n2pb/2pp1r1p/4p3/4P2q/1P1R4/PBP1QPBP/5RK1 b - - 3 17,a8f8 d3h3 h4g5 h3g3,2268,83,88,275,advantage master middlegame short,https://lichess.org/GAcWNsfw/black#34,Zukertort_Opening Zukertort_Opening_Pirc_Invitation,
l28Z0,r5kb/5r2/p3p1q1/3p1pP1/1p3N1Q/1P6/2P3PB/5RK1 b - - 3 27,f7h7 f4g6 h7h4 g6h4 h8d4 g1h1,1205,77,88,520,advantage long middlegame,https://lichess.org/iYOvvnAR/black#54,,
l2Rw5,5rk1/1p2P1b1/p4p2/5Ppp/6n1/6q1/P3Q1P1/2BR1R1K w - - 1 29,e7f8q g7f8 e2e6 g8h8 e6f6 g4f6,2186,82,83,513,crushing hangingPiece long master middlegame,https://lichess.org/ytdjN7Zz#57,,
l2cEy,r2k3r/pbp1b1pp/4Q3/1B6/3P1n2/3Pp3/PP3PKP/RNB2R2 w - - 1 16,g2g1 f4e2,1758,82,93,14811,master mate mateIn1 middlegame oneMove,https://lichess.org/xph3ccB3#31,Italian_Game Italian_Game_Two_Knights_Defense,
l2omk,6r1/1p3p1k/2p1pQNp/5P1P/8/3P4/4PqBK/8 b - - 2 32,f2f5 g6f8 g8f8 g2e4 f5e4 d3e4,1528,78,96,11583,advantage endgame long master pin sacrifice,https://lichess.org/Q4MYdVNL/black#64,,
l37X7,5r2/pp1k2pp/3pq3/8/2r2Bn1/6Q1/PP3PPP/R4RK1 w - - 0 21,f4d6 e6d6 a1d1 c4d4,1626,75,93,8908,advantage middlegame short,https://lichess.org/XE3gYCjo#41,,
l3mCW,5rk1/pp1n2p1/2p2nQp/4qN2/4P3/P1N5/1Pr3PP/5R1K b - - 0 24,f8f7 f5h6 g8h8 h6f7,1406,76,95,3817,crushing kingsideAttack middlegame pin short,https://lichess.org/0cJ6NdGR/black#48,,
l5oFZ,8/8/1p1k2R1/p1b5/3p3p/3Bp2P/P2q2P1/5R1K b - - 17 49,d6c7 f1f7 c5e7 f7e7,993,76,100,457,crushing endgame short,https://lichess.org/KadFvvkY/black#98,,
l6HWN,3rr3/ppN2pkp/2n1b1p1/7n/4B3/P4NP1/1P3P1P/3RR1K1 b - - 2 23,d8d1 c7e8 g7f8 e1d1,1655,80,94,8047,crushing hangingPiece intermezzo master middlegame short,https://lichess.org/uFYKE1iG/black#46,,
l7Ipt,r3k1nr/1pB2p1p/p2Pp1p1/2Pn4/1P3q2/8/P1P1Q1PP/3R3K b kq - 1 25,g8f6 d6d7 f6d7 c7f4,1748,75,96,2849,advancedPawn advantage discoveredAttack middlegame short,https://lichess.org/62depKCd/black#50,,
l938P,8/r5p1/2k2pRp/2p1Pr1P/8/2KP4/4R3/8 b - - 6 45,a7e7 e5f6 g7f6 e2e7,1325,77,70,107,crushing discoveredAttack endgame rookEndgame short,https://lichess.org/3acFyvsz/black#90,,
l97US,5rk1/1pNQ4/8/p7/P3P1p1/1P2K3/2P2r2/8 w - - 15 41,c7e6 f8f3 e3d4 f2d2 d4e5 d2d7,1068,83,94,833,crushing endgame long skewer,https://lichess.org/uC78844K#81,,
l9HdC,rnb1k2r/pppp1p1p/7n/4P3/3P1pqp/3B1Q2/PPP3PP/RNB2K1R w kq - 3 11,f3f4 g4d1 f1f2 h6g4 f4g4 d1g4,1802,75,89,1093,crushing long opening,https://lichess.org/zpr3GFUX#21,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense,
l9z3W,r2qk2r/1pp1bppp/p1p2n2/8/B3P1b1/5Q2/PPP2PPP/RNB1K2R w KQkq - 2 9,f3g3 d8d1,714,103,92,289,mate mateIn1 oneMove opening,https://lichess.org/bq6gt5gK#17,Ruy_Lopez Ruy_Lopez_Morphy_Defense,
lA3Ol,r6k/pb1R3p/1p2pr2/4B1p1/1PB5/2NQ2P1/P4P1q/R5K1 w - - 0 30,g1f1 h2f2,1602,86,77,923,mate mateIn1 middlegame oneMove,https://lichess.org/TGt4wbjr#59,,
lAAmu,r4r2/2p3pk/p2q1pp1/4p3/4Q3/4RN1P/P4PP1/6K1 b - - 2 25,f6f5 f3g5 h7g8 e4c4,2222,76,83,216,crushing endgame short,https://lichess.org/7y3mg1nk/black#50,,
lAj8f,2rr2k1/2q2ppp/pnbppb2/1p6/4PP2/PPN3R1/1BP1B1PP/3Q1R1K b - - 1 23,d6d5 c3b5 a6b5 b2f6,2345,76,75,101,crushing discoveredAttack master masterVsMaster middlegame pin short,https://lichess.org/PchndNX8/black#46,,
lBK8g,1r2k2r/2p2pp1/2pb2p1/p2q2P1/3Pp1QP/P1P1B3/1P3P2/2KR3R b k - 2 19,d6a3 b2a3 d5a2 g4e4 e8d7 d1d2,2376,93,89,1514,advantage hangingPiece long middlegame,https://lichess.org/PN0FjjCY/black#38,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,
lBXdC,8/8/p4k2/PN4pp/1P6/3n2P1/5K1P/8 w - - 1 45,f2f3 a6b5 a5a6 d3e5 f3e4 e5c6,2203,81,87,350,crushing endgame hangingPiece knightEndgame long,https://lichess.org/r3L5PZbL#89,,
lBacp,6r1/5qpk/6rp/pp2R3/2pPQ3/P1P1P3/1P5P/6RK w - - 1 35,e5e6 f7e6 e4g6 e6g6 g1g6 h7g6,963,77,79,415,crushing endgame long master,https://lichess.org/nWjPryEH#69,,
lBdqZ,8/8/p2k4/1pp3p1/2PP2P1/P1K3P1/8/8 b - - 0 54,b5c4 c3c4 c5d4 c4d4,1027,87,95,3444,crushing endgame pawnEndgame short zugzwang,https://lichess.org/zTmVfDAg/black#108,,
lC8Br,r1b5/1pp5/pb1k2p1/3N1n2/5K2/8/PPP2P1P/3R1R2 b - - 5 25,b6a7 d5b6 d6c6 b6a8,1349,75,97,7442,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/qGjiyfAJ/black#50,,
lCmYx,3r1r2/pp4k1/6p1/7p/5B2/1Pbp2PP/5PK1/2R4R b - - 2 26,d8c8 c1c3 c8c3 f4e5 g7g8 e5c3,1386,76,87,1066,advantage attraction endgame fork long master sacrifice,https://lichess.org/4BsEu0wz/black#52,,
lDRT0,6k1/pp1b1p1p/3p2p1/q7/4P3/1BB2Q1P/P1P2PP1/b5K1 b - - 1 23,a5c3 f3f7 g8h8 f7f8,1139,75,100,324,endgame fork mate mateIn2 short,https://lichess.org/cR7SNMQy/black#46,,
lDvJZ,8/3k2p1/p4pr1/P6R/b1Pp4/3P2P1/3B1K1P/8 w - - 1 34,f2f3 a4d1 f3e4 d1h5,1493,75,92,3077,advantage endgame short skewer,https://lichess.org/2pdoHmzi#67,,
lExSY,r1b2k1r/p1qp1pbp/1p2p1p1/1Np3Q1/4P3/3P1B2/PPP2PPP/2KR3R b - - 1 13,c7c6 g5d8,1005,76,89,171,mate mateIn1 middlegame oneMove,https://lichess.org/qhx9IcT0/black#26,Sicilian_Defense Sicilian_Defense_Old_Sicilian,
lFRIz,2rk3r/1ppnbPpp/p5Q1/4p1B1/3N4/8/PPP2PBP/R3K3 b Q - 0 22,h7g6 d4e6,1013,76,100,660,master mate mateIn1 middlegame oneMove,https://lichess.org/UWyUWA7t/black#44,,
lGDZe,8/8/p1k3p1/1p3bP1/3Q3P/1Pn5/8/2rBK3 w - - 3 44,e1d2 c1d1 d2c3 d1d4,1079,81,94,413,crushing endgame master short skewer,https://lichess.org/dbCZTPrn#87,,
lH9Ya,2k5/5p2/1P6/2P1N1pp/2K5/7P/5b2/8 b - - 1 45,f2g3 e5f7 g5g4 h3g4 h5g4 f7h6,1971,74,93,3008,crushing endgame long,https://lichess.org/jdNHwYxn/black#90,,
lHREx,r2qk2r/pp1b1ppp/2n1p3/3n4/1bNP4/2BB1N2/PP3PPP/2RQK2R b Kkq - 4 11,a8c8 c3b4 c6b4 c4d6 e8f8 d6c8,1553,76,94,4169,advantage fork long opening,https://lichess.org/f4xOaZaI/black#22,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,
lIqe7,8/6R1/5K2/7p/8/5k2/5P1r/8 w - - 0 42,f6g5 h2g2 g5f6 g2g7,1261,76,95,13185,crushing endgame master rookEndgame short,https://lichess.org/egewjwGG#83,,
lJ50p,1Q6/6pp/5p1k/4p2P/6P1/4P1K1/5P2/q7 w - - 0 50,b8b7 a1g1 b7g2 g1g2 g3g2 h6g5,1118,81,93,332,crushing endgame long queenEndgame,https://lichess.org/lPuvk9bX#99,,
lJT8o,k6r/P6r/4p3/R1BpPp2/3P2p1/2P3P1/5P2/6K1 w - - 1 37,a5b5 h7h1 g1g2 h8h2,683,108,87,474,blindSwineMate endgame mate mateIn2 short,https://lichess.org/xOkbGLoq#73,,
lJbRJ,3b4/8/3p1Pk1/2p3P1/3pP3/1p1P3R/2r5/3R1K2 w - - 1 44,h3g3 b3b2 g3g2 c2c1 g2b2 c1d1 f1e2 d1h1,2331,86,87,593,advancedPawn crushing defensiveMove endgame exposedKing veryLong,https://lichess.org/nOyDfXw7#87,,
lK2NM,2r3k1/5p1p/p1r1pBpP/1p1RP1P1/1P3q2/2P2Q2/3R1P2/6K1 b - - 0 32,f4f3 d5d8 c8d8 d2d8,646,82,100,140,endgame kingsideAttack mate mateIn2 short,https://lichess.org/2QhO00iG/black#64,,
lKEvA,1q3r1k/p4Ppp/4Qb2/8/2p4P/P5P1/5P2/4R1K1 b - - 1 36,g7g6 e6f6,715,79,99,807,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/nqBhXdRq/black#72,,
lKa0Q,7R/1pp4p/2k1p1pB/2P5/pr6/7P/5PP1/6K1 b - - 1 29,c6c5 h6f8 c5c4 f8b4 c4b4 h8h7,1297,74,86,822,crushing endgame long skewer,https://lichess.org/AwyDBVq9/black#58,,
lKhCy,8/7P/8/1p6/1P2p3/1k4P1/2p1K3/8 w - - 0 60,e2d2 e4e3 d2d3 c2c1q,1813,75,95,2273,advancedPawn crushing deflection endgame pawnEndgame promotion short,https://lichess.org/EHPcuFGl#119,,
lLGa0,5rk1/1ppq1pp1/3p3p/5N2/2p1P1Q1/3P3P/bP4P1/5RK1 b - - 1 20,d7e6 g4g7,1118,87,94,323,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/1gWhwwC8/black#40,,
lLaac,2r2k2/3Rn1p1/5p2/3ppPp1/BP1p2P1/7P/5P2/6K1 b - - 0 34,c8c4 d7d8 f8f7 a4e8 f7g8 e8g6,1666,76,97,4198,discoveredAttack discoveredCheck endgame long mate mateIn3 pillsburysMate,https://lichess.org/lMoGsQvD/black#68,,
lLd2V,r2q1rk1/ppp3pp/2n1pn2/2b1N3/4pP2/2N5/PPPP2PP/R1BQ1R1K w - - 6 10,b2b3 c6e5 f4e5 f6g4 f1f8 d8f8,1932,82,91,2189,advantage long opening,https://lichess.org/AHC4lvXd#19,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit,
lLfMY,5k2/pppb1pp1/1q5p/3P1P2/5QP1/1r5P/1P5K/R4R2 w - - 0 29,f1f3 b3f3 f4f3 b6b2,2088,74,94,2525,advantage discoveredAttack endgame short,https://lichess.org/cZNZLoVH#57,,
lMBL9,4r1k1/1p3pq1/2pb4/p2p4/P2P1PPp/3Q1R1P/1P2r3/1B3RK1 b - g3 0 29,h4g3 f3g3 g7g3 d3g3,1228,75,83,196,advantage middlegame pin short,https://lichess.org/Rahxhwro/black#58,,
lMbRm,k2r3r/P2q1p2/2p2n1p/1p2p2b/2B1P3/1QPR3p/3N1PP1/R5K1 b - - 1 25,b5c4 d2c4 d7d3 c4b6,2171,86,90,1218,advantage middlegame sacrifice short,https://lichess.org/pjMiLt5t/black#50,,
lMiYp,1rb3k1/3n1rqp/2Q1pbp1/pp1p1p2/3P4/1P1NPPP1/PB4BP/4RRK1 w - - 2 21,c6e6 b8b6 e6d5 c8b7,2341,96,90,727,advantage master middlegame short,https://lichess.org/uDs6lMTb#41,,
lNPZw,6k1/pp3p2/2p4Q/8/3qrP2/7P/PP4P1/5R1K w - - 0 31,f1f3 e4e1 h1h2 d4g1 h2g3 e1e6 h6e6 f7e6,2280,77,92,9063,advantage endgame veryLong,https://lichess.org/4B0f95tp#61,,
lP3JM,r6r/3knQpp/p7/1p1q1n2/3PRB2/8/PP3PPK/RN6 w - - 0 22,e4e7 f5e7 f7d5 e7d5,879,105,95,228,advantage middlegame short,https://lichess.org/n40ozKJh#43,,
lPkHo,r2q2k1/pp2npbp/6p1/1B1p1bN1/5B2/1QP5/PP3PPP/3R2K1 w - - 5 18,b5c4 d5c4 d1d8 a8d8 b3c4 d8d1,1360,75,93,985,advantage long middlegame sacrifice,https://lichess.org/CsVjCCf0#35,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,
lR6oQ,8/2k5/2P5/5p2/4pK2/2R1Pn1p/8/8 w - - 0 50,f4f5 h3h2 c3c1 f3g1,1370,76,70,169,advancedPawn crushing defensiveMove endgame master short,https://lichess.org/j4HWsO47#99,,
lRFTo,1r6/2r2pk1/4p1p1/R4q1p/2pPn2P/1P1N2P1/2Q2P2/1R4K1 w - - 0 35,b3c4 b8b1 c2b1 f5a5,2289,79,100,224,advantage master middlegame short,https://lichess.org/Ypzjtsb0#69,,
lSNC3,r3r3/pp2pk1p/1q4p1/3R4/2Q5/5P2/P5PP/4R2K b - - 2 25,a8c8 d5c5 f7f8 c5c8 e8c8 c4c8,2005,78,91,819,crushing discoveredAttack discoveredCheck endgame long,https://lichess.org/s6kYi0Xf/black#50,,
lSUqO,Q7/p2b1q1k/1pp4p/4p3/4P3/1P4RP/1PP3PK/5r2 b - - 2 31,f7f2 a8g8,849,81,90,182,endgame mate mateIn1 oneMove,https://lichess.org/TWMBOJ8e/black#62,,
lSoiW,4R3/6k1/8/1p1rp3/1Ppn3p/2B1K1pP/1P4P1/8 b - - 1 43,d4f5 e3e4 f5d6 e4d5,787,103,82,563,advantage defensiveMove endgame master pin short,https://lichess.org/QSiVrwrv/black#86,,
lTmQV,r5k1/ppp3pp/8/2b2b2/2nBBP2/3Q4/qPP3PP/2KR3R w - - 1 19,e4f5 a2a1,1679,96,68,214,mate mateIn1 middlegame oneMove,https://lichess.org/UqATq740#37,,
lUSP7,r2qk2r/pp3p2/2p1b2p/3N2p1/2Q5/6P1/PPP2PP1/2KRR3 w kq - 2 19,d5f4 d8d1 c1d1 e8c8 f4d5 d8d5 d1c1 d5d1 e1d1 e6c4,2128,75,93,6505,castling crushing discoveredAttack discoveredCheck middlegame queensideAttack sacrifice veryLong,https://lichess.org/0RF0xHNd#37,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
lUlC8,rnbqk1nr/ppp2ppp/8/4p3/1bp5/2N3P1/P2PPPBP/R1BQK1NR b KQkq - 1 5,g8f6 d1a4 b8c6 g2c6 b7c6 a4b4,1532,76,94,2014,advantage fork long opening,https://lichess.org/epM7StGC/black#10,Polish_Opening Polish_Opening_Other_variations,
lVeNS,r2r2k1/pp4pp/5p2/3Rn3/4P3/8/PP3PPP/4KB1R w K - 1 18,f1c4 e5c4 d5d8 a8d8,1123,78,88,562,advantage endgame hangingPiece short,https://lichess.org/4a7iUbtY#35,Queens_Gambit_Declined Queens_Gambit_Declined_Semi-Tarrasch_Defense,
lVxG0,3r4/R7/6kp/4K3/1rBp1PP1/1P6/8/8 b - - 0 45,b4b6 c4d3,2102,78,79,157,endgame mate mateIn1 oneMove,https://lichess.org/cPQYf4fk/black#90,,
lW4Bo,6k1/1p4pp/2P1q3/3p4/7P/1QP2nP1/1P3rB1/6RK w - - 1 31,c6b7 e6h3 g2h3 f2h2,1558,78,86,2825,arabianMate endgame mate mateIn2 sacrifice short,https://lichess.org/vWlSxDFv#61,,
lWCDa,6k1/2p3p1/5qK1/pp6/7R/2P5/PP6/7R w - - 5 48,g6h5 f6f5,1809,79,90,3634,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/GAgI4wDr#95,,
lWDJt,r1b2rk1/pp1pppbp/1q3np1/2p5/3nP3/3PBNP1/PPP2PBP/RNQ2RK1 w - - 5 9,c2c3 d4e2 g1h1 e2c1,1053,95,59,136,crushing fork opening short,https://lichess.org/8ziAHCt9#17,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation,
lWNEc,7k/p5p1/1p6/3B1Q2/4K3/1P5r/P3q3/5R2 w - - 6 34,e4d4 e2e3 d4c4 e3c5,2222,87,89,2639,endgame mate mateIn2 short,https://lichess.org/GdinYYyf#67,,
lWc78,1r3rk1/2p2p2/3p3p/3Bp1p1/1p1bP2K/2PP1N2/1P2QPq1/R4R2 w - - 0 27,h4h5 g2h3 f3h4 h3h4,993,80,91,857,mate mateIn2 middlegame short,https://lichess.org/OFBkcb9K#53,,
lWip5,5rk1/1p6/p4nP1/2P1p1p1/8/7P/Pr2BR2/R5K1 b - - 0 25,f6e4 e2c4 g8g7 f2b2,1788,75,88,504,crushing discoveredAttack endgame short,https://lichess.org/hC3IEd04/black#50,,
lWkyB,8/1p1k2R1/p3Np2/3KpN2/3p4/2r5/r7/8 b - - 3 44,d7c8 g7g8 c8d7 g8d8,2337,78,92,2902,endgame mate mateIn2 short,https://lichess.org/rUz889Z1/black#88,,
lXnC9,r2q1rk1/pb3ppp/1p1b1n2/2pPp1B1/2B5/2N4P/PPPQ1PP1/2KR3R w - - 2 14,c3e4 f6e4 g5d8 e4d2,1067,87,92,379,crushing hangingPiece middlegame short,https://lichess.org/I7SLqoxr#27,Benoni_Defense Benoni_Defense_French_Benoni,
lY9Bv,8/ppp4p/6p1/b7/2k5/PP1p1PB1/2P3PP/3K4 b - - 0 28,c4c3 g3e5,1866,79,76,380,bishopEndgame endgame mate mateIn1 oneMove,https://lichess.org/UVebkYS2/black#56,,
lYFAZ,r3r1k1/1pp1qppp/8/4p3/1b2N3/1P1P1N2/1P2QPPP/2KRR3 w - - 3 19,e4c3 b4c3 b2c3 a8a1 c1c2 a1a2 c2b1 a2e2,1997,75,95,2656,advantage middlegame queensideAttack skewer veryLong,https://lichess.org/gRSqvZdF#37,,
lYJhj,7r/pb1p2kr/2p1p3/2b5/1PB5/P3N1P1/2P2PP1/R3R1K1 w - - 1 28,f2f4 c5e3 e1e3 h7h1 g1f2 h1a1,1748,75,94,3661,advantage kingsideAttack long middlegame skewer,https://lichess.org/X2MjRTpN#55,,
lZDgu,1r4k1/3b1pp1/1P5p/3pq3/3Nn3/P3P3/1Q2BPPP/2R3K1 w - - 1 34,c1c7 e5c7 b6c7 b8b2,1406,77,92,5452,advantage middlegame short,https://lichess.org/p2CxtvgG#67,,
lZDnQ,r1bqrnk1/pp3ppp/5n2/2bp2B1/8/2N1PN2/PP2BPPP/R2QR1K1 w - - 0 12,c3d5 d8d5 g5f6 d5d1 e1d1 g7f6,1369,78,89,1720,advantage long opening,https://lichess.org/a8E8fPFk#23,Queens_Gambit_Declined Queens_Gambit_Declined_Orthodox_Defense,
laE9h,k1r4r/ppN4p/2P5/3PQp2/q7/P7/KP3P2/8 b - - 7 33,c8c7 e5h8 c7c8 h8c8,1650,75,87,228,endgame hangingPiece master masterVsMaster mate mateIn2 short,https://lichess.org/IHdtNc13/black#66,,
laI5A,3Q2Q1/1k6/p7/1p2qp2/2p5/8/PPP1K1P1/7r w - - 5 35,e2d2 e5e1,932,97,93,125,endgame master mate mateIn1 oneMove,https://lichess.org/DjW7UK0W#69,,
laIB9,3r1k1r/4pp1p/6pb/p7/5P2/2P5/1pqBQKPP/1R1R4 b - - 3 28,h6f4 d2f4 c2e2 f2e2,933,106,94,420,advantage hangingPiece middlegame short,https://lichess.org/q38vCF5Q/black#56,,
laIma,8/1p6/p6R/2p1nk2/8/4Kp2/PP5P/8 w - - 4 46,h6b6 e5c4 e3f3 c4b6,731,85,97,821,crushing endgame fork master short,https://lichess.org/cwvMJ4qh#91,,
lap2U,rn1q1b1r/6pp/p2Pkn2/3bN3/5B2/7Q/PP3PPP/2R3K1 b - - 3 19,e6d6 e5c6,2319,97,90,2073,discoveredAttack discoveredCheck mate mateIn1 middlegame oneMove,https://lichess.org/oKl73tdf/black#38,,
lbF55,3r4/ppp2pkp/2n3pN/8/5QP1/7P/Pr3P1K/8 b - - 0 29,d8d2 f4f7 g7h6 f7f8 h6g5 h2g3 d2d3 f2f3,2238,76,85,167,crushing defensiveMove endgame sacrifice veryLong,https://lichess.org/mtyallkY/black#58,,
lbfql,3R4/8/8/6p1/2k1p3/1p2K1PP/5P2/1r6 w - - 8 47,e3e4 b1e1 e4f5 b3b2,968,85,96,202,advancedPawn advantage endgame rookEndgame short,https://lichess.org/YF7p419F#93,,
lcWhV,r2r2k1/5ppp/p7/2q3P1/3pN1Q1/7P/PPP5/2K4R b - - 1 22,c5d5 e4f6 g8h8 f6d5,825,106,68,118,crushing endgame short,https://lichess.org/lbtJUWlI/black#44,,
lcjlP,r4Bkb/pp1q1p2/3p1n2/3n1N2/3p2pP/8/PP3PP1/R2QR1K1 w - - 0 21,f5e7 g8f8 e7d5 f6d5,1911,82,90,785,advantage hangingPiece master masterVsMaster middlegame short,https://lichess.org/ywhnCvqO#41,,
lcpc9,r1b2rk1/pp3ppp/2n1pn2/3p4/1q3B2/2N1PN1P/2P2PP1/R2QKB1R w KQ - 0 11,d1d3 f6e4 a1a4 b4c3 d3c3 e4c3,1532,76,93,1694,advantage long middlegame,https://lichess.org/SKalfLXE#21,Horwitz_Defense Horwitz_Defense_Other_variations,
ld92x,r2q1r2/pp3pk1/2p5/n2bP1N1/1b1P3p/8/PP3PPP/RNBQ2K1 b - - 1 19,b4e7 d1g4 e7g5 c1g5 f7f5 g5f6,2340,78,84,345,collinearMove crushing discoveredCheck doubleCheck long middlegame,https://lichess.org/RyiucQmO/black#38,Philidor_Defense Philidor_Defense_Other_variations,
ldCvI,r7/pb4BQ/1pnk3p/3p1Bq1/3p4/2P5/P1P3PP/5RK1 w - - 2 25,g7f8 a8f8 h7d7 d6c5 c3d4 c6d4,2305,78,87,367,crushing hangingPiece long middlegame,https://lichess.org/as7yBetv#49,,
ldyUh,3r3k/pp4p1/1qpQ1n1p/8/P2P4/1PN2PP1/3B2NP/6K1 w - - 1 26,d6e6 b6d4 d2e3 d4c3,1138,78,95,13656,crushing deflection fork middlegame short,https://lichess.org/ne1vrPi2#51,,
le0Hi,5r2/ppp4k/3p2qp/8/2P1R3/8/PPQ4P/4Rr1K w - - 1 31,e1f1 f8f1,715,109,88,604,endgame master mate mateIn1 oneMove,https://lichess.org/jomIRlJL#61,,
leIQM,8/k4P2/1p6/2Q1p3/4P3/PqP5/1P5r/1K3R2 w - - 0 51,c5b4 h2b2 b1a1 b2a2,1504,76,81,141,endgame mate mateIn2 short,https://lichess.org/Q659eUF3#101,,
lee59,8/6pk/4R3/6P1/5K2/8/8/5r2 w - - 11 57,f4e3 f1e1 e3d4 e1e6,739,80,100,604,crushing endgame rookEndgame short skewer,https://lichess.org/VU5GhzT8#113,,
lfVzC,r1b1r1k1/2q2pp1/pp5p/2N1n3/3p1Q2/3P1N1P/PP2BKP1/2R4R w - - 0 22,c5a6 e5d3 e2d3 c7f4,1338,76,80,134,crushing discoveredAttack middlegame short,https://lichess.org/8ASSe8ff#43,,
lffeS,2b1r1k1/7p/2p1P1p1/1pP5/1P2Q2P/2q3P1/6B1/4R1K1 w - - 1 26,g2h3 c3g3 h3g2 e8e6 e4e6 c8e6,1456,80,93,497,advantage deflection endgame fork long pin,https://lichess.org/1VM2KYJR#51,,
lg0JX,5r2/1pQ1k1p1/6P1/3P1q2/5N1p/2P2p2/PP6/7K b - - 0 35,f5d7 d5d6 e7e8 c7b8 d7d8 b8d8 e8d8 f4e6 d8d7 e6f8,1991,78,91,1165,attraction crushing endgame exposedKing fork veryLong,https://lichess.org/DyddX2WM/black#70,,
lhR0B,r1bqr1k1/ppp2ppp/2nb4/4n3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 5 10,f3d4 c6d4 d1d4 e5f3 e2f3 d6h2 g1h2 d8d4,1632,76,94,10788,advantage discoveredAttack kingsideAttack opening sacrifice veryLong,https://lichess.org/ROIw5GMH#19,Indian_Defense Indian_Defense_Budapest_Defense,
lkAyi,8/p1q3kp/5bp1/8/P1p2pP1/B1P1rQPP/1PB5/R5K1 w - - 1 34,f3f4 e3g3 f4g3 c7g3,1347,77,87,188,crushing middlegame short xRayAttack,https://lichess.org/RN7oS2Ps#67,,
llXLH,8/1p1bB2k/3p3r/P2P4/2P5/2Q5/7K/8 w - - 6 44,h2g3 h6h3 g3f4 h3c3,967,77,91,678,advantage endgame master short skewer,https://lichess.org/gmbQOTfc#87,,
lm7z2,r5k1/p3r1pp/5pn1/1pp1p3/3pP1Q1/PP1Pq1P1/1BP2R1P/5R1K b - - 6 26,e3h6 b2c1 h6c1 f1c1,1989,75,87,911,crushing master middlegame short trappedPiece,https://lichess.org/ADOlqPtp/black#52,,
lmz2t,2r2rk1/p4p1p/6p1/2P2n2/3bPP1q/8/PPQ3BP/R1B2RK1 w - - 1 20,g1h1 f5g3,865,85,88,581,mate mateIn1 middlegame oneMove pin,https://lichess.org/WNC9D5ui#39,,
